method,run_id,seed,epoch,train_loss,val_auc,test_auc,train_sampling_time,train_epoch_time,eval_time
sgcn,1,0,1,0.7215442731976509,,,0.8279275894165039,1.9586765766143799,
sgcn,1,0,2,0.645761601626873,,,0.810185432434082,1.7037718296051025,
sgcn,1,0,3,0.5760054290294647,,,0.845184326171875,1.7625980377197266,
sgcn,1,0,4,0.5098305866122246,,,0.8139984607696533,1.7367188930511475,
sgcn,1,0,5,0.4516119994223118,0.3972490950701541,0.44661152458570913,0.8118686676025391,1.717994213104248,2.47693133354187
sgcn,1,0,6,0.406557597219944,,,0.8623256683349609,2.001333713531494,
sgcn,1,0,7,0.3808460645377636,,,0.8274600505828857,1.7392146587371826,
sgcn,1,0,8,0.3674125596880913,,,0.8156743049621582,1.7197673320770264,
sgcn,1,0,9,0.3595525473356247,,,0.8238871097564697,1.73101806640625,
sgcn,1,0,10,0.35279905050992966,0.4591821252352523,0.4655411847602605,0.8184981346130371,1.7333908081054688,2.404254674911499
sgcn,1,0,11,0.34456292539834976,,,0.8353297710418701,1.8249986171722412,
sgcn,1,0,12,0.33605413138866425,,,0.8308024406433105,1.7510571479797363,
sgcn,1,0,13,0.34184057638049126,,,0.8226699829101562,1.733375072479248,
sgcn,1,0,14,0.34438543021678925,,,0.830390214920044,1.7536766529083252,
sgcn,1,0,15,0.3412749841809273,0.5413620858812072,0.503956470204215,0.8448572158813477,1.7937052249908447,2.316924571990967
sgcn,1,0,16,0.34284836053848267,,,0.8427798748016357,1.8378169536590576,
sgcn,1,0,17,0.335970014333725,,,0.8100185394287109,1.7087478637695312,
sgcn,1,0,18,0.33392712846398354,,,0.8075685501098633,1.7056145668029785,
sgcn,1,0,19,0.33584173023700714,,,0.7934935092926025,1.6898481845855713,
sgcn,1,0,20,0.3383063040673733,0.6114301168347682,0.5573895697271681,0.7950668334960938,1.6952927112579346,2.469581365585327
sgcn,1,0,21,0.3396689221262932,,,0.8156685829162598,1.7833983898162842,
sgcn,1,0,22,0.3342294916510582,,,0.8262467384338379,1.7374203205108643,
sgcn,1,0,23,0.33727486059069633,,,0.8294787406921387,1.7613914012908936,
sgcn,1,0,24,0.3431970477104187,,,0.8349781036376953,1.7564644813537598,
sgcn,1,0,25,0.3294675312936306,0.6281776529303821,0.5709779517962665,0.8277983665466309,1.7463328838348389,2.355760097503662
sgcn,1,0,26,0.3333582170307636,,,0.8356873989105225,1.818413496017456,
sgcn,1,0,27,0.3322705999016762,,,0.8253753185272217,1.749314785003662,
sgcn,1,0,28,0.32784267514944077,,,0.8237495422363281,1.762467384338379,
sgcn,1,0,29,0.3287368491292,,,0.8198506832122803,1.7516038417816162,
sgcn,1,0,30,0.33436426147818565,0.6301354254187276,0.5534852797430155,0.8055925369262695,1.7182285785675049,2.3742835521698
sgcn,1,0,31,0.3389520235359669,,,0.8395445346832275,1.8278231620788574,
sgcn,1,0,32,0.31763554736971855,,,0.8120517730712891,1.7139720916748047,
sgcn,1,0,33,0.3256429582834244,,,0.8441755771636963,1.7688806056976318,
sgcn,1,0,34,0.3199184127151966,,,0.8371143341064453,1.7672863006591797,
sgcn,1,0,35,0.3288991190493107,0.6605497186677995,0.5814475162151792,0.8329935073852539,1.7563352584838867,2.352522373199463
sgcn,1,0,36,0.32077695056796074,,,0.8329544067382812,1.8120667934417725,
sgcn,1,0,37,0.32942646369338036,,,0.8215043544769287,1.7273051738739014,
sgcn,1,0,38,0.3334517143666744,,,0.8005020618438721,1.6921157836914062,
sgcn,1,0,39,0.32832203432917595,,,0.8133339881896973,1.7183191776275635,
sgcn,1,0,40,0.32103975489735603,0.6739048690145968,0.585502104874527,0.8151946067810059,1.7146484851837158,2.359546661376953
sgcn,1,0,41,0.3263477422297001,,,0.8283021450042725,1.8172075748443604,
sgcn,1,0,42,0.32676396518945694,,,0.8121111392974854,1.7188007831573486,
sgcn,1,0,43,0.33111170679330826,,,0.8251440525054932,1.7540297508239746,
sgcn,1,0,44,0.3236365094780922,,,0.8140146732330322,1.7416999340057373,
sgcn,1,0,45,0.32627084106206894,0.6621209139888561,0.5837769035432218,0.8287959098815918,1.767460823059082,2.3438639640808105
sgcn,1,0,46,0.3302895724773407,,,0.843817949295044,1.8431360721588135,
sgcn,1,0,47,0.32085811346769333,,,0.8270871639251709,1.7638170719146729,
sgcn,1,0,48,0.33409149944782257,,,0.8140749931335449,1.7340219020843506,
sgcn,1,0,49,0.3177877403795719,,,0.831301212310791,1.765648603439331,
sgcn,1,0,50,0.32825781777501106,0.6967410707180751,0.5965345257266463,0.8269035816192627,1.7620043754577637,2.380894184112549
sgcn,1,0,51,0.32297879084944725,,,0.8410584926605225,1.839571237564087,
sgcn,1,0,52,0.3185836337506771,,,0.8361258506774902,1.7725026607513428,
sgcn,1,0,53,0.3160874657332897,,,0.8690965175628662,1.779717206954956,
sgcn,1,0,54,0.32865142077207565,,,0.8265140056610107,1.7489535808563232,
sgcn,1,0,55,0.3233085349202156,0.7008053288087305,0.61934682146567,0.8194355964660645,1.729987382888794,2.3373043537139893
sgcn,1,0,56,0.32234907895326614,,,0.8223364353179932,1.7948846817016602,
sgcn,1,0,57,0.31963012740015984,,,0.8129034042358398,1.7102131843566895,
sgcn,1,0,58,0.3236986845731735,,,0.8249800205230713,1.727919340133667,
sgcn,1,0,59,0.32438836246728897,,,0.8064088821411133,1.7152206897735596,
sgcn,1,0,60,0.3174239210784435,0.6911859689859133,0.6057825705349159,0.8100695610046387,1.7249221801757812,2.3790385723114014
sgcn,1,0,61,0.31426914781332016,,,0.8262274265289307,1.8000946044921875,
sgcn,1,0,62,0.3252529837191105,,,0.8172316551208496,1.7171516418457031,
sgcn,1,0,63,0.3181637041270733,,,0.8372936248779297,1.7714793682098389,
sgcn,1,0,64,0.32570938020944595,,,0.8281347751617432,1.7521603107452393,
sgcn,1,0,65,0.31538739427924156,0.7040845906424529,0.6158180714627047,0.8320808410644531,1.7539408206939697,2.368170738220215
sgcn,1,0,66,0.32420187816023827,,,0.8275103569030762,1.8025610446929932,
sgcn,1,0,67,0.32644590735435486,,,0.8164138793945312,1.7222073078155518,
sgcn,1,0,68,0.3193037323653698,,,0.8121786117553711,1.7156133651733398,
sgcn,1,0,69,0.3157956786453724,,,0.8135330677032471,1.7169137001037598,
sgcn,1,0,70,0.32234738394618034,0.6911308280817599,0.6063723579955071,0.8115460872650146,1.7251229286193848,2.3539257049560547
sgcn,1,0,71,0.3184206746518612,,,0.8484320640563965,1.8419685363769531,
sgcn,1,0,72,0.32614345103502274,,,0.8240535259246826,1.7262473106384277,
sgcn,1,0,73,0.30829592421650887,,,0.8185334205627441,1.721226453781128,
sgcn,1,0,74,0.32557908818125725,,,0.8173863887786865,1.7258293628692627,
sgcn,1,0,75,0.31544508412480354,0.7091519068304458,0.6261355513197897,0.8150358200073242,1.7233524322509766,2.3183095455169678
sgcn,1,0,76,0.3249526359140873,,,0.8332977294921875,1.8186206817626953,
sgcn,1,0,77,0.3131430335342884,,,0.8262887001037598,1.7347385883331299,
sgcn,1,0,78,0.3101060763001442,,,0.8078353404998779,1.7212073802947998,
sgcn,1,0,79,0.31223151460289955,,,0.8177669048309326,1.7453076839447021,
sgcn,1,0,80,0.3212403915822506,0.7141898687071933,0.6304535390936612,0.8317012786865234,1.75929594039917,2.4219918251037598
sgcn,1,0,81,0.31296274438500404,,,0.8369400501251221,1.8261423110961914,
sgcn,1,0,82,0.30962200462818146,,,0.819007158279419,1.745157241821289,
sgcn,1,0,83,0.319473322480917,,,0.8337533473968506,1.7790663242340088,
sgcn,1,0,84,0.3126247227191925,,,0.837425708770752,1.7793772220611572,
sgcn,1,0,85,0.3092919811606407,0.7184698936556385,0.6365799036893133,0.8250727653503418,1.7556345462799072,2.3404123783111572
sgcn,1,0,86,0.3084491565823555,,,0.8336763381958008,1.8117823600769043,
sgcn,1,0,87,0.31578927114605904,,,0.8175399303436279,1.7256152629852295,
sgcn,1,0,88,0.31984031572937965,,,0.8631761074066162,1.7781503200531006,
sgcn,1,0,89,0.31116344407200813,,,0.8321812152862549,1.7562158107757568,
sgcn,1,0,90,0.31840477138757706,0.7082278722588787,0.6145279292961969,0.8336012363433838,1.7580409049987793,2.3874268531799316
sgcn,1,0,91,0.31727270409464836,,,0.8410806655883789,1.832942247390747,
sgcn,1,0,92,0.3161405138671398,,,0.8305478096008301,1.759063959121704,
sgcn,1,0,93,0.3122405707836151,,,0.8199450969696045,1.7438125610351562,
sgcn,1,0,94,0.31014885753393173,,,0.829653263092041,1.7653636932373047,
sgcn,1,0,95,0.31481216847896576,0.7135895878825396,0.6293918230932597,0.8306984901428223,1.7631216049194336,2.3631746768951416
sgcn,1,0,96,0.32410892471671104,,,0.8370907306671143,1.8313219547271729,
sgcn,1,0,97,0.3231021352112293,,,0.8280103206634521,1.7428474426269531,
sgcn,1,0,98,0.3184603340923786,,,0.8307788372039795,1.7507598400115967,
sgcn,1,0,99,0.3220135197043419,,,0.825505256652832,1.7524785995483398,
sgcn,1,0,100,0.32077857479453087,0.716130320771783,0.6312574006472975,0.8329071998596191,1.7774717807769775,2.330612897872925
sgcn,1,0,101,0.31368735805153847,,,0.8383066654205322,1.8325042724609375,
sgcn,1,0,102,0.3247370570898056,,,0.8091256618499756,1.6970577239990234,
sgcn,1,0,103,0.31885867193341255,,,0.8043384552001953,1.7007367610931396,
sgcn,1,0,104,0.3159508742392063,,,0.8160738945007324,1.7188177108764648,
sgcn,1,0,105,0.3122480623424053,0.7225141042507509,0.6384348685811723,0.8161823749542236,1.7228431701660156,2.3817451000213623
sgcn,1,0,106,0.31862492859363556,,,0.842156171798706,1.8304836750030518,
sgcn,1,0,107,0.31904783472418785,,,0.8298685550689697,1.746062994003296,
sgcn,1,0,108,0.32676972821354866,,,0.8722240924835205,1.8786258697509766,
sgcn,1,0,109,0.3146243058145046,,,0.8291542530059814,1.7560670375823975,
sgcn,1,0,110,0.3196294717490673,0.7179633051500331,0.6301836743284001,0.8369190692901611,1.7620360851287842,2.4281303882598877
sgcn,1,0,111,0.3093811050057411,,,0.8282856941223145,1.7968177795410156,
sgcn,1,0,112,0.3137497045099735,,,0.81575608253479,1.7166829109191895,
sgcn,1,0,113,0.31803877279162407,,,0.8034641742706299,1.7013545036315918,
sgcn,1,0,114,0.3147275187075138,,,0.8172461986541748,1.7174606323242188,
sgcn,1,0,115,0.31345219910144806,0.7373033793418349,0.6562437482893204,0.7994000911712646,1.701941728591919,2.332472801208496
sgcn,1,0,116,0.32627392187714577,,,0.8459055423736572,1.841184377670288,
sgcn,1,0,117,0.3156406357884407,,,0.8259701728820801,1.7385163307189941,
sgcn,1,0,118,0.3129976876080036,,,0.8208599090576172,1.7342345714569092,
sgcn,1,0,119,0.3188282512128353,,,0.8115615844726562,1.7186431884765625,
sgcn,1,0,120,0.3153306767344475,0.7257909575054888,0.6531538783236469,0.8135247230529785,1.7210612297058105,2.332465887069702
sgcn,1,0,121,0.3158976100385189,,,0.8258979320526123,1.793327808380127,
sgcn,1,0,122,0.32055867090821266,,,0.8281500339508057,1.739755392074585,
sgcn,1,0,123,0.32176174595952034,,,0.8124938011169434,1.7157962322235107,
sgcn,1,0,124,0.31222332268953323,,,0.8134262561798096,1.7122411727905273,
sgcn,1,0,125,0.31570328027009964,0.7250223854399499,0.6514897700541933,0.8049232959747314,1.6976888179779053,2.3422980308532715
sgcn,1,0,126,0.3178793899714947,,,0.8385698795318604,1.8361666202545166,
sgcn,1,0,127,0.31665440276265144,,,0.8324832916259766,1.775942325592041,
sgcn,1,0,128,0.31244341656565666,,,0.8178789615631104,1.7380101680755615,
sgcn,1,0,129,0.317331463098526,,,0.8137750625610352,1.732546329498291,
sgcn,1,0,130,0.30691666156053543,0.7189503531136431,0.6357822864260655,0.8241479396820068,1.7540092468261719,2.3456387519836426
sgcn,1,0,131,0.3133636601269245,,,0.8494670391082764,1.8480782508850098,
sgcn,1,0,132,0.314911101013422,,,0.8177082538604736,1.717790126800537,
sgcn,1,0,133,0.3169076703488827,,,0.8187665939331055,1.7206039428710938,
sgcn,1,0,134,0.3082882687449455,,,0.8222992420196533,1.7170701026916504,
sgcn,1,0,135,0.3222385123372078,0.7214567883808669,0.6406192376442533,0.8278863430023193,1.741516351699829,2.3597257137298584
sgcn,1,0,136,0.3063550367951393,,,0.8358376026153564,1.8251917362213135,
sgcn,1,0,137,0.31467825919389725,,,0.8128352165222168,1.7111701965332031,
sgcn,1,0,138,0.31684208288788795,,,0.8294367790222168,1.7476491928100586,
sgcn,1,0,139,0.3133627735078335,,,0.8277509212493896,1.7661831378936768,
sgcn,1,0,140,0.317594975233078,0.7191435993911616,0.642438077962154,0.8263912200927734,1.739448070526123,2.2763466835021973
sgcn,1,0,141,0.31368689984083176,,,0.8354887962341309,1.8081269264221191,
sgcn,1,0,142,0.31577761471271515,,,0.8266956806182861,1.740654468536377,
sgcn,1,0,143,0.32256797328591347,,,0.8175232410430908,1.7273235321044922,
sgcn,1,0,144,0.3112601190805435,,,0.8348076343536377,1.7571768760681152,
sgcn,1,0,145,0.321950513869524,0.7088543597701716,0.6318753017426789,0.8313279151916504,1.7528562545776367,2.387017011642456
sgcn,1,0,146,0.3121304549276829,,,0.8279657363891602,1.8123183250427246,
sgcn,1,0,147,0.30125630646944046,,,0.8105795383453369,1.7148075103759766,
sgcn,1,0,148,0.3169669099152088,,,0.8149640560150146,1.721346139907837,
sgcn,1,0,149,0.3145225718617439,,,0.8227863311767578,1.729386329650879,
sgcn,1,0,150,0.3148987628519535,0.7206301463765902,0.6474088476344432,0.8159306049346924,1.7394115924835205,2.342879056930542
sgcn,1,0,151,0.3185635097324848,,,0.8390159606933594,1.8196074962615967,
sgcn,1,0,152,0.31756408512592316,,,0.8079085350036621,1.701225996017456,
sgcn,1,0,153,0.31787755340337753,,,0.806891918182373,1.7072036266326904,
sgcn,1,0,154,0.3116338439285755,,,0.8033351898193359,1.6961002349853516,
sgcn,1,0,155,0.3160441182553768,0.7222392973051102,0.6343736147420955,0.8264918327331543,1.7439708709716797,2.3609418869018555
sgcn,1,0,156,0.3064844235777855,,,0.8282530307769775,1.8025031089782715,
sgcn,1,0,157,0.3097769096493721,,,0.8165936470031738,1.7196013927459717,
sgcn,1,0,158,0.3132363557815552,,,0.8414914608001709,1.7707605361938477,
sgcn,1,0,159,0.3071375973522663,,,0.8291912078857422,1.7502188682556152,
sgcn,1,0,160,0.3138008080422878,0.736270581631082,0.6605057091466888,0.8158514499664307,1.719555377960205,2.3367581367492676
sgcn,1,0,161,0.3124886117875576,,,0.8420541286468506,1.8416810035705566,
sgcn,1,0,162,0.31914275139570236,,,0.8335762023925781,1.7522518634796143,
sgcn,1,0,163,0.31739311665296555,,,0.8387453556060791,1.7677721977233887,
sgcn,1,0,164,0.318778570741415,,,0.8658316135406494,1.8785350322723389,
sgcn,1,0,165,0.31833554059267044,0.707068445965769,0.6197451085245088,0.8125574588775635,1.707876443862915,2.4131336212158203
sgcn,1,0,166,0.3106324262917042,,,0.8414509296417236,1.8527798652648926,
sgcn,1,0,167,0.31240713968873024,,,0.8212299346923828,1.7392020225524902,
sgcn,1,0,168,0.3085446357727051,,,0.8158237934112549,1.7420780658721924,
sgcn,1,0,169,0.3098977953195572,,,0.814014196395874,1.7346012592315674,
sgcn,1,0,170,0.3187308609485626,0.7334480926487036,0.6536082902542467,0.8377485275268555,1.7800285816192627,2.3522982597351074
sgcn,1,0,171,0.3051177188754082,,,0.8261044025421143,1.8002963066101074,
sgcn,1,0,172,0.31501899659633636,,,0.7973182201385498,1.6888651847839355,
sgcn,1,0,173,0.3106018975377083,,,0.8079001903533936,1.708686351776123,
sgcn,1,0,174,0.317485049366951,,,0.813133716583252,1.7214593887329102,
sgcn,1,0,175,0.31704360246658325,0.7301556484917621,0.643720657326661,0.8203985691070557,1.7215604782104492,2.412968397140503
sgcn,1,0,176,0.30690518021583557,,,0.8336241245269775,1.8395605087280273,
sgcn,1,0,177,0.31081007421016693,,,0.829350471496582,1.7677860260009766,
sgcn,1,0,178,0.30297737941145897,,,0.8271241188049316,1.7568588256835938,
sgcn,1,0,179,0.31374476850032806,,,0.8222529888153076,1.7469682693481445,
sgcn,1,0,180,0.31379619613289833,0.7306836893674389,0.6419419643092309,0.8183095455169678,1.7416446208953857,2.331343650817871
sgcn,1,0,181,0.32388563826680183,,,0.8886518478393555,1.9147007465362549,
sgcn,1,0,182,0.3160479851067066,,,0.8286399841308594,1.776712417602539,
sgcn,1,0,183,0.32178007811307907,,,0.8377377986907959,1.7631022930145264,
sgcn,1,0,184,0.31426147371530533,,,0.8325722217559814,1.7548363208770752,
sgcn,1,0,185,0.31310127675533295,0.7211355010565496,0.6512492217313345,0.8223991394042969,1.7319393157958984,2.319150686264038
sgcn,1,0,186,0.3052075617015362,,,0.8447573184967041,1.8261008262634277,
sgcn,1,0,187,0.3062504194676876,,,0.8336179256439209,1.777259349822998,
sgcn,1,0,188,0.3193017914891243,,,0.8324205875396729,1.765181541442871,
sgcn,1,0,189,0.31731753051280975,,,0.815047025680542,1.7401022911071777,
sgcn,1,0,190,0.3147351145744324,0.7244911950342547,0.6381187273712998,0.8162736892700195,1.731412649154663,2.418827772140503
sgcn,1,0,191,0.3206981085240841,,,0.8324615955352783,1.8231866359710693,
sgcn,1,0,192,0.31748443841934204,,,0.8271687030792236,1.743049144744873,
sgcn,1,0,193,0.3204973340034485,,,0.814887523651123,1.722884178161621,
sgcn,1,0,194,0.31319785863161087,,,0.8165786266326904,1.7204644680023193,
sgcn,1,0,195,0.31096118316054344,0.733323552485802,0.6527875030734089,0.8280551433563232,1.743926763534546,2.349032163619995
sgcn,1,0,196,0.30510467290878296,,,0.8364202976226807,1.8245890140533447,
sgcn,1,0,197,0.3147350288927555,,,0.8267543315887451,1.7384037971496582,
sgcn,1,0,198,0.3060442730784416,,,0.8269050121307373,1.749535083770752,
sgcn,1,0,199,0.3104059584438801,,,0.8120334148406982,1.7128183841705322,
